cpu,memory
100.0,90.9
99.4,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,90.9
100.0,91.0
100.0,91.0
100.0,91.0
99.8,91.1
100.0,91.1
100.0,91.0
100.0,91.0
100.0,91.0
100.0,91.0
100.0,91.0
100.0,91.0
100.0,91.0
100.0,91.0
100.0,91.0
100.0,91.0
100.0,91.1
100.0,91.0
100.0,91.0
100.0,91.1
100.0,91.1
100.0,91.1
99.9,91.1
100.0,91.1
100.0,91.1
99.8,91.1
100.0,91.1
100.0,91.1
100.0,91.1
99.8,90.8
100.0,90.7
100.0,90.5
100.0,90.2
100.0,90.3
100.0,90.4
100.0,90.3
100.0,90.3
100.0,90.4
100.0,90.3
100.0,90.3
100.0,90.5
100.0,90.5
100.0,90.5
100.0,90.4
100.0,90.4
100.0,90.5
100.0,90.5
100.0,90.5
100.0,90.5
100.0,90.5
100.0,90.5
100.0,90.6
100.0,90.6
100.0,90.8
100.0,90.5
100.0,90.6
100.0,90.7
100.0,90.7
100.0,90.7
100.0,90.8
99.9,90.7
100.0,90.6
100.0,90.7
100.0,90.7
100.0,89.8
100.0,89.6
100.0,88.9
100.0,88.2
100.0,87.3
100.0,86.6
100.0,85.7
100.0,82.9
100.0,79.7
100.0,76.9
100.0,74.0
100.0,71.5
100.0,68.4
100.0,64.7
99.5,64.0
100.0,63.2
100.0,62.5
100.0,61.7
100.0,60.9
100.0,60.3
100.0,59.5
100.0,58.7
100.0,58.5
100.0,58.4
100.0,58.5
99.3,58.5
100.0,58.5
100.0,59.0
100.0,58.5
99.9,58.5
100.0,58.5
100.0,58.8
100.0,58.5
100.0,58.5
100.0,58.5
100.0,58.5
100.0,58.5
100.0,58.6
100.0,58.5
100.0,58.6
100.0,58.6
100.0,58.6
100.0,58.5
100.0,58.6
100.0,58.6
100.0,58.6
100.0,58.5
100.0,58.6
100.0,58.6
100.0,58.5
100.0,58.6
100.0,58.6
100.0,58.6
100.0,58.5
100.0,58.5
100.0,58.6
100.0,58.6
100.0,58.6
100.0,58.6
100.0,58.6
100.0,58.6
100.0,58.6
100.0,58.6
100.0,58.6
99.6,58.6
100.0,58.6
100.0,58.6
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.7
100.0,58.6
100.0,58.7
100.0,58.8
100.0,58.8
99.9,58.7
100.0,58.8
100.0,58.8
100.0,58.8
100.0,58.8
100.0,58.8
100.0,58.8
100.0,58.7
100.0,58.8
100.0,58.8
100.0,58.8
100.0,58.8
100.0,58.8
100.0,59.5
99.6,59.6
100.0,59.6
100.0,59.5
100.0,59.7
100.0,59.0
100.0,57.7
100.0,57.8
100.0,57.9
100.0,57.9
99.6,57.9
100.0,57.9
100.0,58.0
100.0,58.0
100.0,57.9
100.0,58.4
100.0,58.0
100.0,57.9
100.0,57.9
100.0,58.6
100.0,58.0
100.0,58.0
100.0,57.9
100.0,58.4
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,57.9
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.2
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
99.4,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.0
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
99.4,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.1
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
99.6,58.2
100.0,58.2
99.3,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.5
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.7
100.0,58.2
99.7,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
99.2,58.2
100.0,58.1
100.0,58.1
100.0,58.1
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.1
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.1
100.0,58.2
100.0,58.2
100.0,58.1
100.0,58.1
99.3,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
99.5,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
99.5,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.2
100.0,58.3
100.0,58.3
100.0,58.3
99.6,58.3
99.7,58.3
100.0,58.3
100.0,58.3
100.0,58.3
99.8,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
99.7,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
100.0,58.3
23.8,58.3
13.6,69.9
8.2,68.4
9.0,76.4
9.1,82.4
2.8,81.5
2.1,81.5
1.9,81.6
2.3,81.6
2.1,81.6
1.7,81.6
0.9,81.6
4.0,81.6
4.3,81.6
4.0,81.6
4.1,81.6
4.8,81.6
1.9,81.6
2.1,81.6
2.7,81.6
1.6,81.6
1.3,81.6
1.7,81.6
0.9,81.5
1.3,81.6
1.3,81.7
1.2,81.7
1.8,81.7
1.5,81.7
1.7,81.7
1.4,81.7
1.1,81.7
1.1,81.7
1.5,81.7
1.3,81.7
1.9,81.7
1.0,81.7
1.8,81.7
1.3,81.7
1.1,81.7
0.9,81.7
1.4,81.7
2.5,81.7
1.7,81.7
1.7,81.7
1.9,81.7
1.7,81.7
2.0,81.7
1.6,81.7
2.0,81.7
2.8,81.8
2.9,81.8
1.8,81.8
2.4,81.8
3.4,81.8
2.6,81.9
2.7,81.9
2.4,81.8
3.1,81.8
3.2,81.8
1.2,81.8
1.5,81.8
2.2,81.8
2.2,81.8
1.8,81.8
1.8,81.8
2.0,81.8
2.6,81.9
2.0,81.8
1.4,81.8
2.1,81.8
2.4,81.8
2.1,81.8
2.2,81.8
1.3,81.8
1.0,81.9
1.2,81.9
1.5,82.0
1.5,81.9
2.0,81.9
1.3,81.9
1.7,81.9
1.9,81.9
1.8,81.9
1.7,81.9
1.6,81.9
2.0,81.9
3.7,81.9
2.1,82.3
2.1,81.9
3.9,81.9
1.2,81.9
2.0,81.9
1.9,81.9
1.9,81.9
1.6,81.9
1.9,82.0
1.4,82.0
1.6,82.0
2.1,81.9
3.9,82.0
5.2,82.0
3.8,81.9
1.1,82.0
1.2,82.0
1.5,82.0
1.5,82.0
1.2,82.4
0.7,86.0
0.8,89.3
2.5,89.5
2.3,94.9
4.5,93.7
5.9,90.7
1.1,90.4
1.5,90.3
1.2,87.9
1.6,87.9
1.0,87.9
0.4,87.9
1.4,88.0
0.3,87.9
1.1,87.9
0.4,87.9
0.7,88.0
1.3,88.0
0.9,88.0
1.3,88.0
1.8,88.0
1.7,88.0
1.2,88.0
2.0,88.0
1.2,88.0
1.5,88.0
1.8,88.0
1.8,88.0
1.8,88.0
2.5,88.0
2.7,88.0
1.6,88.0
1.6,88.0
1.1,88.0
1.8,88.1
2.0,88.0
1.8,88.0
1.6,88.0
1.6,88.0
1.5,88.0
1.5,88.0
1.6,88.0
2.4,88.0
2.0,88.0
3.0,88.0
2.1,88.0
2.4,88.0
1.5,88.0
1.4,88.0
1.9,88.0
0.9,88.0
1.0,88.0
1.6,88.0
1.3,88.0
1.5,88.0
1.3,88.0
1.3,88.4
1.0,88.1
1.3,88.1
1.2,88.1
1.2,88.1
1.3,88.1
1.5,88.1
0.7,88.1
1.8,88.1
1.9,88.1
1.4,88.1
1.2,88.1
1.2,88.1
